Dam Name,eap,status,hazard,county,lat,lng,river_stream,basin,nearest_town,distance_to_town,year,type_modify_repair,modify_year,structural_height,pool_cap,max_impound,condition,icon,last_inspection,next_inspection,owner,owner_type
Wolf Lake Dam,Y,IMPOUNDING,High,Henderson,35.26612,-82.49661,Little Mud Creek,French Broad,Hendersonville,4 ,1922 ,Repair,2009,25.0,300 ,300 ,Satisfactory,greenRound, 03/18/2015, 03/18/2016,"Pinnacle Waters, LLLC",Private
Sky Lake Estate Dam,Y,IMPOUNDING,High,Henderson,35.32155,-82.51979,Shaw Creek-Tr,French Broad,Horse Shoe,4 ,1935 ,,,30.0,32 ,40 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,Kindy Forest Property Owners Association,Private
Briar Lake Dam,Y,IMPOUNDING,High,Henderson,35.31583,-82.50304,Shaw Creek-Tr,French Broad,Horse Shoe,5 ,,,,16.0,5 ,12 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,"Apple Hill Lakes Corporation, Inc.",Private
Jordan Mill Pond Dam,Y,IMPOUNDING,High,Henderson,35.27211,-82.43561,Mud Creek-Tr,French Broad,Flat Rock,0 ,1870 ,Repair,2004,19.0,24 ,30 ,Satisfactory,greenRound, 01/07/2015, 01/07/2016,Mill House Lodge,Private
Echo Lake Dam,Y,IMPOUNDING,High,Henderson,35.31453,-82.50306,Shaw Creek-Tr,French Broad,Horse Shoe,4 ,,,,16.0,15 ,27 ,Satisfactory,greenRound, 03/04/2015, 03/04/2016,"Apple Hill Lakes Corporation, Inc.",Private
Meditation Lake Dam,Y,IMPOUNDING,High,Henderson,35.33079,-82.42942,Mud Creek-Tr,French Broad,Hendersonville,1 ,,Repair,2005,22.0,,15 ,Satisfactory,greenRound, 01/06/2015, 01/06/2016,Lakeview HOA,Private
Camp Pinewood Lake Dam,Y,IMPOUNDING,High,Henderson,35.33327,-82.43812,Devils Cradle Creek-Tr,French Broad,Hendersonville,1 ,,,,13.5,15 ,25 ,Satisfactory,greenRound, 01/06/2015, 01/06/2016,Martin Levine,Private
Rainbow Spring Lake Dam,N,IMPOUNDING,High,Henderson,35.31575,-82.48830,Mud Creek-Tr,French Broad,Hendersonville,,,,,15.0,7 ,13 ,Satisfactory,greenRound, 01/07/2015, 01/07/2016,William S Ebert,Private
Ball Lake Dam,N,IMPOUNDING,High,Henderson,35.3106,-82.3688,Trib to Hungry River,Broad,Mount Valley,5 ,,,,29.0,15 ,20 ,Satisfactory,greenRound, 07/31/2015, 07/31/2016,Larry Ball,Private
Camp Judaea Dam,N,IMPOUNDING,High,Henderson,35.37602,-82.38456,Little Clear Creek-Tr,French Broad,Balfour,4 ,,,,18.0,10 ,15 ,Satisfactory,greenRound, 04/22/2015, 04/22/2016,Camp Judaea Inc.,Private
Hendersonville Country Club Dam,N,IMPOUNDING,High,Henderson,35.30270,-82.48538,Mud Creek-Tr,French Broad,Hendersonville,1 ,,,,18.0,10 ,22 ,Satisfactory,greenRound, 01/12/2015, 01/12/2016,Hendersonville Country Club Inc.,Private
Frady Dam,N,IMPOUNDING,High,Henderson,35.44013,-82.52181,Kimsey Creek-Tr,French Broad,Long Shoals,10 ,,,,16.5,15 ,25 ,Satisfactory,greenRound, 01/06/2015, 01/06/2016,Rutledge Lake Travel RV Park LLC,Private
Pettit Pond Dam,N,IMPOUNDING,High,Henderson,35.23070,-82.37193,Camp Creek-Tr,Broad,Mount Valley,6 ,,,,22.0,14 ,17 ,Satisfactory,greenRound, 04/28/2015, 04/28/2016,Gregory and Robin Woods,Private
Bowman Bluff Dam,Y,IMPOUNDING,High,Henderson,35.30644,-82.56428,French Broad River-Tr,French Broad,Etowah,1 ,,,,19.5,17 ,24 ,Satisfactory,greenRound, 05/27/2015, 05/27/2016,Cummings Cove Company LLC,Private
Wolf Weinhold Dam,N,IMPOUNDING,High,Henderson,35.22718,-82.52485,Hampy Creek,Broad,Tuxedo,5 ,1983 ,,,37.0,92 ,120 ,Satisfactory,greenRound, 11/06/2014, 11/06/2015,"WLAE, LLC",Private
Freeman Dam,Y,IMPOUNDING,High,Henderson,35.23630,-82.45786,Vernon Creek,Broad,Tuxedo,2 ,,Repair,1993,30.0,43 ,67 ,Satisfactory,greenRound, 05/15/2015, 05/15/2016,James and Barbara Holmes,Private
Macedonia Lake Dam,Y,IMPOUNDING,High,Henderson,35.25325,-82.37096,Camp Creek-Tr,Broad,Mount Valley,7 ,2000 ,,,45.0,100 ,130 ,Satisfactory,greenRound, 04/28/2015, 04/28/2016,Jack Jarvis,Private
Little Lake Dam,Y,IMPOUNDING,High,Henderson,35.2498,-82.3564,Camp Creek-Tr,Broad,,,2002 ,,,48.0,30 ,43 ,Satisfactory,greenRound, 05/26/2015, 05/26/2016,John Morgan,Private
Carriage Park Dam,Y,IMPOUNDING,High,Henderson,35.3462,-82.5142,Marston,French Broad,,,2004 ,,,66.0,92 ,127 ,Satisfactory,greenRound, 01/12/2015, 01/12/2016,Carriage Park Associates,Private
General Electric Lighting Systems Dam,Y,IMPOUNDING,High,Henderson,35.27190,-82.40963,Off Stream of Bat Fork Creek,French Broad,Hendersonville,,,,,15.0,10 ,30 ,Satisfactory,greenRound, 05/27/2015, 05/24/2016,GE Lighting Systems,Private
Highland Lake SWDP Dam,Y,IMPOUNDING,High,Henderson,35.28394,-82.43071,Trib to King's Creek,French Broad,Flat rock,,2006 ,,,21.0,0 ,0 ,Satisfactory,greenRound, 01/07/2015, 01/07/2016,"Highland Lake, Inc.",Private
Valmont Dam,N,IMPOUNDING,High,Henderson,35.3277,-82.4822,Tributary to Brittain Creek,French Broad,Hendersonville,,,,,17.6,0 ,0 ,Satisfactory,greenRound, 01/07/2015, 01/07/2016,Anne Hansley,Private
Wood Lake Dam,Y,IMPOUNDING,High,Hoke,34.99619,-79.14605,Black Branch-Tr,Cape Fear,Hope Mills,8 ,1981 ,,,19.0,60 ,76 ,Fair,greenRound, 03/04/2015, 01/04/2016,James G Wood,Private
Lupo Lake Dam,N,IMPOUNDING,High,Hoke,34.9925,-79.1403,Black Branch,Cape Fear,Hope Mills,8 ,,,,13.0,18 ,26 ,Unsatisfactory,redRound, 08/13/2015, 11/13/2015,Donnie Chapman,Private
Scull Lake Dam,N,IMPOUNDING,High,Hoke,35.03667,-79.14361,Puppy Creek-Os,Cape Fear,Hope Mills,10 ,,,,22.0,44 ,57 ,Unsatisfactory,redRound, 09/28/2015, 10/28/2015,Michael Smyth,Private
Lunsford Dam,N,IMPOUNDING,High,Caswell,36.34306,-79.50972,Hostler Br-Tr,Roanoke,,,,,,18.0,11 ,14 ,Poor,redRound, 03/18/2015, 03/18/2016,Billy Jo Sartin,Private
Third Creek Watershed #18,Y,IMPOUNDING,High,Iredell,35.73333,-80.90361,Third Creek-Trib.,Yadkin-PeeDee,Statesville,1 ,1960 ,,,36.0,36 ,614 ,Fair,greenRound, 02/12/2015, 02/01/2016,Barium Spring Orphanage,Private
Third Creek Dam #20,Y,IMPOUNDING,High,Iredell,35.728,-80.883,Duck Creek,Yadkin-PeeDee,Cleveland,21 ,1958 ,,,27.0,34 ,359 ,Fair,greenRound, 02/12/2015, 02/01/2016,Barium Spring Orphanage,Private
Third Creek Dam #21,Y,IMPOUNDING,High,Iredell,35.709,-80.87,I-L Creek-Trib,Yadkin-PeeDee,Cleveland,8 ,1954 ,,,40.5,26 ,531 ,Fair,greenRound, 02/12/2015, 02/01/2016,Russell Murdock,Private
Third Creek Dam #9,Y,IMPOUNDING,High,Iredell,35.83583,-81.03,Third Creek-Tr,Yadkin-PeeDee,Statesville,5 ,1958 ,,,33.0,33 ,236 ,Fair,greenRound, 03/04/2015, 02/01/2016,Jack Alexander,Private
Martin Dam,N,IMPOUNDING,High,Iredell,35.86194,-80.85417,Fifth Creek-Tr,Yadkin-PeeDee,Cool Springs,7 ,1930 ,Repair,1998,36.0,81 ,213 ,Fair,greenRound, 02/12/2015, 02/01/2016,Ryan Newman,Private
Third Creek Dam #12C,Y,IMPOUNDING,High,Iredell,35.7490,-80.92917,Back Creek,Yadkin-PeeDee,Statesville,1 ,1965 ,,,33.0,132 ,860 ,Fair,greenRound, 03/04/2015, 02/01/2016,Carol Crump,Private
Mathis Lake Dam,N,IMPOUNDING,High,Iredell,36.0425,-80.97833,Brushy Creek,Yadkin-PeeDee,Statesville,13 ,,,,39.5,28 ,70 ,Fair,greenRound, 02/25/2015, 02/01/2016,Richard Mathis,Private
Wilson Godfrey Dam,N,IMPOUNDING,High,Iredell,35.96944,-80.95056,Tuckers Creek-Tr,Yadkin-PeeDee,,,,,,29.0,,53 ,Fair,greenRound, 02/25/2015, 02/01/2016,Godfrey Wilma S Living Trust,Private
Indian Lake Dam,N,IMPOUNDING,High,Ashe,36.33972,-81.52667,Fields Creek-Tr,New,,,,,,28.0,11 ,15 ,Poor,redRound, 10/30/2014, 10/30/2015,David P. And Linda B. Ashley,Private
Jones Dam,N,IMPOUNDING,High,Caswell,36.45833,-79.28972,S. Fork Rattlesnake Creek-Tr,Roanoke,Blanch,8 ,,,,22.0,11 ,12 ,Poor,redRound, 03/18/2015, 03/18/2016,George J & Cindy B Fowlkes,Private
Statesville Country Club Dam #2,Y,IMPOUNDING,High,Iredell,35.7896,-80.8155,Fourth Creek-Tr,Yadkin-PeeDee,Statesville,0 ,,Repair,2010,18.3,0 ,25 ,Fair,greenRound, 02/12/2015, 02/01/2016,"Statesville Country Club, Inc.",Private
Morrison Plantation Dam #1,Y,IMPOUNDING,High,Iredell,35.5944,-80.8816,McCrary Creek-Trib.,Catawba,,,,,,23.3,0 ,40 ,Fair,greenRound, 02/03/2015, 02/09/2016,"Morrison Plantation Master Association, Inc.",Private
Earth Movers Dam Lower,Y,IMPOUNDING,High,Iredell,35.71139,-81.04417,Catawba River-Trib.,Catawba,,,,Repair,1986,35.0,74 ,127 ,Fair,greenRound, 02/23/2015, 02/24/2016,JNG Family Properties LLC,Private
Earth Movers Dam Upper,Y,IMPOUNDING,High,Iredell,35.716,-81.046,Catawba River-Trib.,Catawba,,,,Repair,1986,23.0,,18 ,Fair,greenRound, 02/23/2015, 02/24/2016,JNG Family Properties LLC,Private
Curtis Pond Dam,N,IMPOUNDING,High,Iredell,35.5354,-80.7879,Dye Creek-Trib.,Yadkin-PeeDee,Mooresville,,,,,21.2,,18 ,Fair,greenRound, 02/20/2015, 01/14/2016,Curtis Pond HOA,Private
Lowe's CSC Dam,Y,IMPOUNDING,High,Iredell,35.53924,-80.85502,Catawba River - Tr,Catawba,,,2003 ,,,36.9,0 ,108 ,Satisfactory,greenRound, 02/23/2015, 02/23/2016,"Lowes Home Centers, Inc.",Private
Morrison Plantation Dam #2,Y,IMPOUNDING,High,Iredell,35.5902,-80.8891,McCrary Creek - Trib.,Catawba,,,0 ,,,15.0,0 ,0 ,Fair,greenRound, 02/03/2015, 02/03/2016,"Morrison Plantation Master Association, Inc.",Private
Morrison Plantation Dam #3,Y,IMPOUNDING,High,Iredell,35.5858,-80.8830,McCrary Creek - Trib.,Catawba,,,2000 ,,,25.4,0 ,40 ,Fair,greenRound, 02/03/2015, 02/03/2016,"Morrison Plantation Master Association, LLC",Private
Cashiers Lake Dam,Y,IMPOUNDING,High,Jackson,35.1048,-83.1010,Chattooga River-Tr,Savannah,Grimeshaws,3 ,,,,26.3,182 ,379 ,Fair,greenRound, 02/03/2015, 02/03/2016,"MPE Enterprises, Inc.",Private
Hampton Lake Dam,Y,IMPOUNDING,High,Jackson,35.098,-83.082,Fowler Creek,Savannah,Ford Ga,5 ,,,,25.0,250 ,280 ,Fair,greenRound, 01/06/2015, 01/06/2016,"William D. Mckee,Mgr",Private
Hogback Dam,Y,IMPOUNDING,High,Jackson,35.11659,-83.01391,Little Hogback Creek,Savannah,Sapphire,1 ,1960 ,,,42.5,299 ,391 ,Fair,greenRound, 02/03/2015, 02/03/2016,SPM Resorts,Private
Trout Lake Dam,Y,IMPOUNDING,High,Jackson,35.20247,-83.11639,Raven Fork,Little Tennessee,Tuckaseegee,8 ,1952 ,Repair,1977,29.0,62 ,82 ,Fair,greenRound, 02/23/2015, 02/24/2016,Victor and Marilee Conant,Private
Frady Cove Estates,N,IMPOUNDING,High,Jackson,35.3210,-83.2367,Blake Branch,Little Tennessee,Dillsboro,4 ,1969 ,,,35.0,23 ,31 ,Fair,greenRound, 01/21/2015, 01/21/2016,David K Jones,Private
Hodge Dam,Y,IMPOUNDING,High,Jackson,35.3579,-83.1683,Locust Creek-Tr,Little Tennessee,Sylva,8 ,,,,30.5,3 ,5 ,Fair,greenRound, 01/21/2015, 01/21/2016,"Leafstone Mountain, LLC",Private
W. S. Jones Lake,Y,IMPOUNDING,High,Macon,35.2174,-83.2548,North Prong Elijay Creek,Little Tennessee,Franklin,15 ,1963 ,,,23.0,10 ,14 ,Poor,redRound, 03/06/2015, 03/06/2017,John E Krobatsch,Private
Laurel Lake Dam,N,IMPOUNDING,High,Jackson,35.11967,-83.08092,Horsepasture River-Tr,Savannah,Sapphire,7 ,,,,27.0,39 ,50 ,Fair,greenRound, 02/03/2015, 02/03/2016,Laurel Lake Assoc.,Private
Wolf Lake,N,IMPOUNDING,High,Jackson,35.156,-83.068,Flatwood Branch,Savannah,Fairfield Development,4 ,,,,19.0,25 ,37 ,Fair,greenRound, 02/23/2015, 02/21/2016,"High Hemlock Homeowners Association, Inc.",Private
Mcguire Lake Dam,Y,IMPOUNDING,High,Jackson,35.3426,-83.1467,Wayehutta Creek-Tr,Little Tennessee,Cullowhee,2 ,,,,30.0,32 ,45 ,Fair,greenRound, 01/21/2015, 01/21/2016,Dr. Harold McGuire,Private
Lancewood Dam,N,IMPOUNDING,High,Jackson,35.11926,-83.09737,Horsepasture River-Tr,Savannah,Fairfield Development,5 ,,,,20.0,5 ,20 ,Fair,greenRound, 02/03/2015, 02/03/2016,Mark and Martha Woolsey,Private
Fairfield Lake Dam,Y,IMPOUNDING,High,Jackson,35.12,-83.038,Trays Island Creek,Savannah,Sapphire,4 ,1890 ,,,41.0,1844 ,3015 ,Fair,greenRound, 02/03/2015, 02/03/2016,SPM Resorts,Private
Hanks Dam,Y,IMPOUNDING,High,Jackson,35.088,-83.088,Fowler Creek,Savannah,Bull Pen,6 ,,,,24.0,125 ,125 ,Fair,greenRound, 01/06/2015, 01/06/2016,Chattooga Development Corporation,Private
Silver Springs Dam,Y,IMPOUNDING,High,Jackson,35.0858,-83.0571,Silver Run Cr-Tr,Savannah,,,1994 ,,,58.0,,65 ,Fair,greenRound, 01/06/2015, 01/06/2016,Silver Springs POA,Private
Breedlove Dam,Y,IMPOUNDING,High,Jackson,35.1516,-83.0718,Logan Creek-Tr,Savannah,Cashiers,4 ,1972 ,Repair,1991,14.0,4 ,8 ,Fair,greenRound, 02/23/2015, 02/21/2016,Audrey N. Breedlove,Private
Berry Downs Dam,N,IMPOUNDING,High,Johnston,35.46194,-78.39778,Holt Lake-Os,Neuse,Smithfield,,,,,18.0,,48 ,Satisfactory,greenRound, 05/21/2014, 01/24/2013,Berry Downs Partnership,Private
Greenwood Fishing Lake Dam,N,IMPOUNDING,High,Surry,36.257,-80.802,Yadkin River-Tr,Yadkin-PeeDee,,,,,,15.9,10 ,13 ,Poor,redRound, 11/06/2014, 11/06/2015,Patrick & Gayle Busque,Private
Arboretum Townhouse Dam,Y,IMPOUNDING,High,Forsyth,36.1264,-80.0577,Deep Creek-Tr,Cape Fear,Kernersville,3 ,2001 ,,,11.4,8 ,17 ,Poor,redRound, 10/01/2015, 10/01/2016,"Arboretum Homeowners Association, Inc.",Private
Gladden Pond Dam,N,IMPOUNDING,High,Lincoln,35.5465,-81.1908,Lackard Creek-Tr,Catawba,,,,,,26.0,,87 ,Fair,greenRound, 10/07/2014, 10/07/2015,Arzu K Hollaway,Private
National Fruit Products Dam,N,IMPOUNDING,High,Lincoln,35.54416,-81.38269,Howard Creek-Tr,Catawba,,,,Repair,9999,30.0,,24 ,Satisfactory,greenRound, 02/16/2015, 11/14/2016,"Ferrell Johnson, Ranald Johnson, Steve Johnson",Private
Leatherman Pond Dam,Y,IMPOUNDING,High,Lincoln,35.54555,-81.39332,Howards Creek - Trib,Catawba,Vale,3500 ,,,,22.0,,26 ,Fair,greenRound, 02/16/2015, 11/14/2016,Samuel Ramsey,Private
Horseshoe Pond Dam,N,IMPOUNDING,High,Lincoln,35.51289,-81.23066,Carpenter Creek-Tr,Catawba,,,,,,22.0,0 ,40 ,Unsatisfactory,redRound, 09/15/2015, 01/15/2016,Vernon Smith,Private
Glen Oaks Golf Course Dam B,N,IMPOUNDING,High,Lincoln,35.55628,-81.21864,Hog Branch - Trib.,Catawba,,,,,,16.6,,9 ,Satisfactory,greenRound, 03/03/2015, 03/03/2016,Tim Abernathy,Private
Kaylor Pond Dam,N,IMPOUNDING,High,Lincoln,35.5324,-81.2121,Lackard Creek - Trib.,Catawba,,,,,,10.6,4 ,4 ,Unsatisfactory,redRound, 02/19/2015, 02/19/2016,"Trustees, see file",Private
R.S. Jones Jr Upper Dam,Y,IMPOUNDING,High,Macon,35.178,-83.42,Wallace Branch-Tr,Little Tennessee,Cozads Mill,3 ,,,,20.0,5 ,12 ,Satisfactory,greenRound, 05/20/2014, 05/20/2016,Richard S Jones,Private
R.S. Jones Jr Lower Dam,Y,IMPOUNDING,High,Macon,35.177,-83.421,Wallace Branch-Tr,Little Tennessee,Cozads Mill,3 ,1983 ,Repair,1983,14.0,3 ,6 ,Satisfactory,greenRound, 05/20/2014, 05/20/2016,Richard S Jones,Private
White/Myatt Dam,Y,IMPOUNDING,High,Macon,35.176,-83.334,Scott Branch,Little Tennessee,Franklin,3 ,,,,35.0,36 ,60 ,Fair,greenRound, 03/06/2015, 03/06/2017,Myatt Frank,Private
Vitale Orchard Dam,Y,IMPOUNDING,High,Macon,35.1228,-83.4245,N Fork Skeenah Creek-Tr,Little Tennessee,Addington Mill,2 ,1965 ,,,44.5,40 ,54 ,Fair,greenRound, 05/01/2014, 05/01/2016,Robert Vitale,Private
Osage Lake Dam,Y,IMPOUNDING,High,Macon,35.00662,-83.29169,Watkins Creek,Little Tennessee,Watkins Mill,2 ,1948 ,,,33.0,145 ,211 ,Fair,greenRound, 08/05/2014, 08/05/2016,Rocky Knob Homeowners Association,Private
Burningtown Lake Dam,Y,IMPOUNDING,High,Macon,35.2418,-83.4854,Daves Creek,Little Tennessee,Stiles,5 ,1970 ,,,35.0,31 ,56 ,Fair,greenRound, 02/24/2014, 02/24/2016,Burningtown Lake Homeowners Association,Private
Watauga Vista Dam,Y,IMPOUNDING,High,Macon,35.24892,-83.31114,Watauga Creek,Little Tennessee,Watauga,2 ,1968 ,Modify,1985,44.0,24 ,31 ,Fair,greenRound, 05/01/2014, 05/01/2016,"Watauga Vista Owner's Association, Inc",Private
Wildwood Mountain Dam,N,IMPOUNDING,High,Macon,35.091,-83.164,Big Creek,Little Tennessee,Highlands,2 ,,,,25.0,20 ,25 ,Fair,greenRound, 03/05/2014, 03/05/2016,Robert L Searle,Private
Palmisano Dam,Y,IMPOUNDING,High,Macon,35.11051,-83.41880,S Fork Skeenah Creek-Tr,Little Tennessee,Prentiss,3 ,,,,22.0,8 ,12 ,Fair,greenRound, 05/01/2014, 05/01/2016,"Linda Crockett, Trustee",Private
Pied Piper Dam Upper,Y,IMPOUNDING,High,Cherokee,35.03001,-84.19614,Persimmon Creek-Trib,Hiwassee,Hiawassee Village,16 ,1973 ,,,15.0,8 ,18 ,Poor,redRound, 01/15/2015, 01/16/2016,"Robert Jackman, co-owner",Private
Lake Charles Dam,N,IMPOUNDING,High,Macon,35.0787,-83.3581,Tessentee Creek-Tr,Little Tennessee,Franklin,12 ,,Repair,1992,27.0,7 ,16 ,Fair,greenRound, 03/06/2015, 03/06/2017,Michael D Williams,Private
Club Lake Dam,N,IMPOUNDING,High,Macon,35.0507,-83.2197,Monger Creek,Little Tennessee,Highlands,1 ,,Repair,2009,15.0,47 ,55 ,Fair,greenRound, 08/05/2014, 08/05/2016,Highlands Cc,Private
Brush Creek Upper Dam,Y,IMPOUNDING,High,Macon,35.102,-83.239,Brush Creek,Little Tennessee,Cullasaja,9 ,,Repair,2001,12.0,20 ,40 ,Fair,greenRound, 07/23/2015, 07/23/2017,Sallie B  Smith,Private
Brush Creek Lower Dam,Y,IMPOUNDING,High,Macon,35.101,-83.242,Brush Creek,Little Tennessee,Cullasaja,9 ,,,,10.0,,215 ,Fair,greenRound, 07/23/2015, 07/23/2017,Sallie B  Smith,Private
Tritonia Dam,N,IMPOUNDING,High,Macon,35.2001,-83.4495,Iotla Creek-Tr,Little Tennessee,Iotla,7 ,,,,25.0,7 ,15 ,Fair,greenRound, 02/24/2014, 02/24/2016,Adelaide K Green,Private
Trimont Mtn. Dam,N,IMPOUNDING,High,Macon,35.18249,-83.40998,Crawford Branch,Little Tennessee,Franklin,1 ,,,,35.0,13 ,21 ,Satisfactory,greenRound, 04/16/2014, 04/16/2016,Trimont Mtn Estates Community Ass. Inc.,Private
Shealy Lake Dam Upper,N,IMPOUNDING,High,Henderson,35.29981,-82.49424,UT to Finley Creek,French Broad,Valley Hill,1 ,,,,18.0,8 ,14 ,Poor,redRound, 05/21/2014, 02/19/2016,Still Waters Property LLC,Private
Cobb Lake Dam,N,IMPOUNDING,High,Macon,35.28365,-83.40200,Matlock Creek,Little Tennessee,Snow Hill,2 ,,,,23.5,12 ,16 ,Fair,greenRound, 02/24/2014, 02/24/2016,"Gem Lake Est. Poa,C/0 Milton Snipes,Pres.",Private
Rocky Knob Dam,N,IMPOUNDING,High,Macon,35.00843,-83.30039,Watkins Creek-Tr,Little Tennessee,Scaly Mountain,1 ,1988 ,,,27.0,24 ,43 ,Fair,greenRound, 08/05/2014, 08/05/2016,"Spring Lake Co.(Charles R. Perry,Pres)",Private
Fisher Pond Dam,N,IMPOUNDING,High,Macon,35.0060,-83.3025,Watkins Creek,Little Tennessee,Scaly Mountain,2 ,,,,18.0,16 ,21 ,Fair,greenRound, 08/05/2014, 08/05/2016,Mr. Craig Nelson,Private
Rogers Dam,Y,IMPOUNDING,High,Macon,35.18926,-83.40777,,Little Tennessee,,,,Repair,2013,36.4,19 ,0 ,Satisfactory,greenRound, 04/16/2014, 04/16/2016,Daniel Rogers,Private
Chestnut Hill Dam,Y,IMPOUNDING,High,Madison,35.80258,-82.63360,Long Branch,French Broad,Marshall,5 ,,,,38.0,40 ,50 ,Fair,greenRound, 02/21/2014, 02/21/2016,Chestnut Hill Community Association,Private
Fakhoury Dam,N,IMPOUNDING,High,Madison,35.80368,-82.54774,Little Creek,French Broad,Forks Of Ivy,1 ,,,,17.0,8 ,9 ,Poor,redRound, 04/28/2014, 04/28/2016,Latif Fakhoury,Private
Ross Dam,N,IMPOUNDING,High,Madison,35.75111,-82.64806,,French Broad,Marshall,,,,,21.7,4 ,6 ,Fair,greenRound, 12/12/2014, 12/12/2016,Ted Aslund,Private
Muddy Creek Dam - Boy Scouts of America,N,IMPOUNDING,High,McDowell,35.59594,-81.86777,Muddy Creek,Catawba,Dysartsville,,1975 ,,,34.0,280 ,440 ,Satisfactory,greenRound, 03/06/2015, 03/06/2016,Boy Scouts Of America,Private
Camp Grier Dam,N,IMPOUNDING,High,McDowell,35.63994,-82.19482,Mill Creek,Catawba,Old Fort,1 ,1930 ,,,31.0,25 ,27 ,Satisfactory,greenRound, 01/13/2015, 01/13/2016,Camp Grier,Private
Lady Marion Dam,N,IMPOUNDING,High,McDowell,35.69412,-82.02559,Buck Creek,Catawba,Marion,0 ,,,,26.0,80 ,90 ,Satisfactory,greenRound, 01/13/2015, 01/13/2016,Sam Phillips,Private
Phillips Lake Dam,Y,IMPOUNDING,High,McDowell,35.72452,-82.05320,Toms Creek,Catawba,Garden Creek,2 ,1902 ,,,37.5,480 ,800 ,Satisfactory,greenRound, 05/06/2015, 05/06/2016,"Great Meadows, Inc.",Private
Marion Manufacturing Dam,N,IMPOUNDING,High,McDowell,35.68557,-81.97816,Trib to Young's Fork (Copernin,Catawba,Marion,1 ,,,,36.5,15 ,20 ,Satisfactory,greenRound, 01/13/2015, 01/13/2016,"Whitnel Properties, Inc.",Private
Quail Acres Dam,N,IMPOUNDING,High,Mecklenburg,35.06917,-80.78944,Four Mile Creek-Tr,Catawba,Matthews,7 ,1962 ,Repair,2001,30.0,58 ,69 ,Satisfactory,greenRound, 12/10/2014, 12/10/2015,Quail Acres Homeowners Assoc.,Private
Cornwell Dam,N,IMPOUNDING,High,Mecklenburg,35.14444,-80.67083,Stevens Creek,Yadkin-PeeDee,Fairview,8 ,1957 ,Repair,1990,27.5,211 ,358 ,Fair,greenRound, 12/23/2014, 12/23/2015,Walter Cornwell,Private
Griffith Dam #1,Y,IMPOUNDING,High,Mecklenburg,35.32432,-80.81583,Mallard Creek-Os,Yadkin-PeeDee,Derita,2 ,1958 ,,,32.0,90 ,108 ,Satisfactory,greenRound, 01/21/2015, 01/15/2016,Harris Woods LLC,Private
Arrowood Quarry Dam,Y,IMPOUNDING,High,Mecklenburg,35.0958,-80.9200,Mccullough Branch,Catawba,Pineville,2 ,1968 ,,,26.0,304 ,365 ,Satisfactory,greenRound, 01/21/2015, 12/18/2016,"Martin Marietta Materials, Inc.",Private
Forest Lake Dam,Y,IMPOUNDING,High,Mecklenburg,35.205,-80.719,Mcalpine Creek-Tr,Catawba,Charlotte,2 ,,,,15.0,53 ,60 ,Fair,greenRound, 01/08/2015, 01/08/2016,"BACM 2005-6 Lake Point Drive, LLC",Private
Delta Lake Dam,Y,IMPOUNDING,High,Mecklenburg,35.249,-80.731,Reedy Creek-Tr,Yadkin-PeeDee,Charlotte,,,,,20.0,57 ,68 ,Satisfactory,greenRound, 01/07/2015, 01/09/2016,Kristina M Pearson,Private
Moody Pond Dam,Y,IMPOUNDING,High,Mecklenburg,35.15347,-80.94144,Coffey Creek-Tr,Catawba,,,,Repair,1999,20.1,0 ,38 ,Satisfactory,greenRound, 11/20/2014, 11/08/2015,"American Assets Corporation, LLC",Private
Linda Lake Dam,Y,IMPOUNDING,High,Mecklenburg,35.24472,-80.72889,Reedy Creek-Tr,Yadkin-PeeDee,Charlotte,,,,,23.2,,45 ,Fair,greenRound, 12/02/2014, 12/02/2015,Kimberly Garrett,Private
Oakwood Lane Dam,Y,IMPOUNDING,High,Mecklenburg,35.2425,-80.73139,Reedy Creek-Tr,Yadkin-PeeDee,Charlotte,,,Repair,1994,19.5,38 ,46 ,Fair,greenRound, 12/02/2014, 12/19/2015,Ronald Stading,Private
Ardrey Park Dam,Y,IMPOUNDING,High,Mecklenburg,35.0379,-80.8583,Clems Branch Trib,Catawba,,,,Repair,2000,20.4,12 ,16 ,Fair,greenRound, 10/14/2014, 11/20/2015,Rick Stack,Private
Lock Lane Dam,Y,IMPOUNDING,High,Mecklenburg,35.134,-80.816,Mcmullen Creek-Tr,Catawba,Charlotte,,,Repair,1990,19.0,,14 ,Satisfactory,greenRound, 01/15/2015, 12/18/2016,Susan L Busby,Private
Sharon Lake Upper Dam,N,IMPOUNDING,High,Mecklenburg,35.123,-80.875,Little Sugar Creek-Tr,Catawba,Charlotte,,,,,20.3,24 ,29 ,Fair,greenRound, 12/09/2014, 12/09/2015,Quail Run Condo Association,Private
Lake Plaza Dam,N,IMPOUNDING,High,Mecklenburg,35.253,-80.772,Briar Creek-Tr,Catawba,Charlotte,,,,,23.0,,30 ,Fair,greenRound, 12/04/2014, 12/19/2015,"Park Plaza I Condominium Owners, Inc.",Private
Pellynwood Lake Dam,Y,IMPOUNDING,High,Mecklenburg,35.1340,-80.7917,Mcalpine Creek-Tr,Catawba,Charlotte,,,Repair,1995,21.2,30 ,73 ,Satisfactory,greenRound, 01/16/2015, 01/14/2016,Pellynwood Homeowners Association,Private
